timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1587667933972,15731,GET RSS,200,OK,GET RSS 1-126,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,6222,0,791
1587667934571,15484,GET RSS,200,OK,GET RSS 1-128,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,5313,0,1934
1587667945074,5539,GET RSS,200,OK,GET RSS 1-163,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,3857,0,1100
1587667933672,17036,GET RSS,200,OK,GET RSS 1-125,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,9806,0,886
1587667945373,5662,GET RSS,200,OK,GET RSS 1-164,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,3936,0,1004
1587667948077,3124,GET RSS,200,OK,GET RSS 1-173,text,true,,10766,178,42,42,https://rss-app.azurewebsites.net/rss,3124,0,1585
1587667935170,16181,GET RSS,200,OK,GET RSS 1-130,text,true,,169061,178,41,41,https://rss-app.azurewebsites.net/rss,11371,0,1857
1587667945977,5567,GET RSS,200,OK,GET RSS 1-166,text,true,,169061,178,41,41,https://rss-app.azurewebsites.net/rss,4021,0,777
1587667947179,4975,GET RSS,200,OK,GET RSS 1-170,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,4374,0,1577
1587667944773,7699,GET RSS,200,OK,GET RSS 1-162,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,6788,0,3434
1587667940873,12035,GET RSS,200,OK,GET RSS 1-149,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,7160,0,2439
1587667935771,17157,GET RSS,200,OK,GET RSS 1-132,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,6520,0,4114
1587667939974,13078,GET RSS,200,OK,GET RSS 1-146,text,true,,169061,178,41,41,https://rss-app.azurewebsites.net/rss,3863,0,1078
1587667946879,7197,GET RSS,200,OK,GET RSS 1-169,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,4751,0,1321
1587667937571,16511,GET RSS,200,OK,GET RSS 1-138,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,9848,0,2286
1587667948681,5544,GET RSS,200,OK,GET RSS 1-175,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,3947,0,1563
1587667947478,6816,GET RSS,200,OK,GET RSS 1-171,text,true,,169061,178,41,41,https://rss-app.azurewebsites.net/rss,4370,0,1558
1587667949281,5199,GET RSS,200,OK,GET RSS 1-177,text,true,,169061,178,41,41,https://rss-app.azurewebsites.net/rss,3674,0,1625
1587667945674,9814,GET RSS,200,OK,GET RSS 1-165,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,3307,0,722
1587667946577,8971,GET RSS,200,OK,GET RSS 1-168,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,4430,0,1000
1587667936070,20169,GET RSS,200,OK,GET RSS 1-133,text,true,,169061,178,44,44,https://rss-app.azurewebsites.net/rss,7242,0,3919
1587667949877,6535,GET RSS,200,OK,GET RSS 1-179,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,4241,0,2716
1587667941778,14688,GET RSS,200,OK,GET RSS 1-152,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,11912,0,8743
1587667947778,8689,GET RSS,200,OK,GET RSS 1-172,text,true,,169061,178,41,41,https://rss-app.azurewebsites.net/rss,4132,0,1495
1587667951380,5230,GET RSS,200,OK,GET RSS 1-184,text,true,,169061,178,41,41,https://rss-app.azurewebsites.net/rss,2699,0,520
1587667938171,18654,GET RSS,200,OK,GET RSS 1-140,text,true,,169061,178,41,41,https://rss-app.azurewebsites.net/rss,10358,0,1715
1587667939673,18307,GET RSS,200,OK,GET RSS 1-145,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,6948,0,847
1587667944473,14762,GET RSS,200,OK,GET RSS 1-161,text,true,,169061,178,47,47,https://rss-app.azurewebsites.net/rss,7348,0,3208
1587667939370,20488,GET RSS,200,OK,GET RSS 1-144,text,true,,169061,178,48,48,https://rss-app.azurewebsites.net/rss,9278,0,1005
1587667942974,17029,GET RSS,200,OK,GET RSS 1-156,text,true,,169061,178,47,47,https://rss-app.azurewebsites.net/rss,6361,0,3342
1587667951981,8047,GET RSS,200,OK,GET RSS 1-186,text,true,,169061,178,46,46,https://rss-app.azurewebsites.net/rss,3135,0,1058
1587667955881,4530,GET RSS,200,OK,GET RSS 1-199,text,true,,169061,178,47,47,https://rss-app.azurewebsites.net/rss,3457,0,778
1587667955579,5087,GET RSS,200,OK,GET RSS 1-198,text,true,,169061,178,46,46,https://rss-app.azurewebsites.net/rss,3852,0,1067
1587667937271,23400,GET RSS,200,OK,GET RSS 1-137,text,true,,169061,178,45,45,https://rss-app.azurewebsites.net/rss,9892,0,2457
1587667943273,17471,GET RSS,200,OK,GET RSS 1-157,text,true,,169061,178,45,45,https://rss-app.azurewebsites.net/rss,5339,0,2447
1587667944173,16691,GET RSS,200,OK,GET RSS 1-160,text,true,,169061,178,44,44,https://rss-app.azurewebsites.net/rss,6694,0,3055
1587667956182,4693,GET RSS,200,OK,GET RSS 1-200,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,3229,0,642
1587667953781,7107,GET RSS,200,OK,GET RSS 1-192,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,5629,0,2987
1587667948977,12811,GET RSS,200,OK,GET RSS 1-176,text,true,,169061,178,44,44,https://rss-app.azurewebsites.net/rss,7655,0,1726
1587667949577,12268,GET RSS,200,OK,GET RSS 1-178,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,8756,0,2666
1587667956784,5110,GET RSS,200,OK,GET RSS 1-202,text,true,,169061,178,43,43,https://rss-app.azurewebsites.net/rss,4061,0,1692
1587667957983,4026,GET RSS,200,OK,GET RSS 1-206,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,2944,0,569
1587667954381,7824,GET RSS,200,OK,GET RSS 1-194,text,true,,169061,178,42,42,https://rss-app.azurewebsites.net/rss,6311,0,3970
1587667948378,13962,GET RSS,200,OK,GET RSS 1-174,text,true,,169061,178,41,41,https://rss-app.azurewebsites.net/rss,5325,0,1551
1587667938471,23982,GET RSS,200,OK,GET RSS 1-141,text,true,,169061,178,40,40,https://rss-app.azurewebsites.net/rss,5048,0,1671
1587667958280,4201,GET RSS,200,OK,GET RSS 1-207,text,true,,169061,178,39,39,https://rss-app.azurewebsites.net/rss,2868,0,1036
1587667938772,24305,GET RSS,200,OK,GET RSS 1-142,text,true,,169061,178,40,40,https://rss-app.azurewebsites.net/rss,10243,0,4672
1587667958882,4420,GET RSS,200,OK,GET RSS 1-209,text,true,,169061,178,40,40,https://rss-app.azurewebsites.net/rss,3291,0,1121
1587667959188,4224,GET RSS,200,OK,GET RSS 1-210,text,true,,169061,178,40,40,https://rss-app.azurewebsites.net/rss,3036,0,1008
1587667959787,4088,GET RSS,200,OK,GET RSS 1-212,text,true,,169061,178,40,40,https://rss-app.azurewebsites.net/rss,3563,0,1196
1587667952282,11630,GET RSS,200,OK,GET RSS 1-187,text,true,,169061,178,39,39,https://rss-app.azurewebsites.net/rss,8509,0,3293
1587667950481,13439,GET RSS,200,OK,GET RSS 1-181,text,true,,169061,178,38,38,https://rss-app.azurewebsites.net/rss,8797,0,5758
1587667943573,20630,GET RSS,200,OK,GET RSS 1-158,text,true,,169061,178,38,38,https://rss-app.azurewebsites.net/rss,10127,0,2805
1587667956479,7821,GET RSS,200,OK,GET RSS 1-201,text,true,,169061,178,38,38,https://rss-app.azurewebsites.net/rss,4283,0,1727
1587667958581,5726,GET RSS,200,OK,GET RSS 1-208,text,true,,169061,178,37,37,https://rss-app.azurewebsites.net/rss,3849,0,1109
